source_record_id,category,normalization_status,resume_excerpt,top_occ_candidates,top_skill_candidates,occupation_esco_id,skill_esco_id,annotator_notes
41506705,DESIGNER,success,"MECHANICAL DESIGNER Professional Profile ​ Design Engineer with a proven track record of success. Offer excellence in analytical decision making and product innovation to drive business growth and collaboration. An articulate presenter with the ability to communicate technical information in a clear and concise manner. ​ Enthusiastic and driven design engineer with diverse experience across project life cycle, including research and development, manufacturing, and project leadership. A strong co","1:art director [http://data.europa.eu/esco/occupation/cb93fd23-1f51-4495-867a-936c1967066b] (alt_label,0.9500) || 2:metal sawing machine operator [http://data.europa.eu/esco/occupation/3a8a7f87-d394-42cd-804b-7a32375b90f0] (alt_label,0.9500) || 3:secretary [http://data.europa.eu/esco/occupation/5ac377d2-e1d0-4911-a299-b4ef2782a0ba] (fuzzy,0.9500) || 4:sales account manager [http://data.europa.eu/esco/occupation/2eac08c2-a81a-46fc-8d75-eb0e0f3e0f6d] (fuzzy,0.9500) || 5:drafter [http://data.europa.eu/esco/occupation/a4869ae9-2dfe-48cc-bd97-f803880f3407] (fuzzy,0.9200) || 6:laser cutting machine operator [http://data.europa.eu/esco/occupation/bc6649ff-05f8-4c98-9db6-9be0d13883a9] (fuzzy,0.9200) || 7:punch press operator [http://data.europa.eu/esco/occupation/fd2dd3e9-498f-490f-8589-8c1eea05aa3f] (fuzzy,0.9200) || 8:sales manager [http://data.europa.eu/esco/occupation/a7594892-ff23-4e2a-aedf-2f967ebca15c] (fuzzy,0.9200)","1:Polish [http://data.europa.eu/esco/skill/f3e9b964-0c2d-46c4-a895-8b3583054d69] (exact,1.0000) || 2:project management [http://data.europa.eu/esco/skill/7111b95d-0ce3-441a-9d92-4c75d05c4388] (exact,1.0000) || 3:project commissioning [http://data.europa.eu/esco/skill/4ca91852-c534-4b98-ab1c-59a126534c88] (alt_label,0.9500) || 4:customer service [http://data.europa.eu/esco/skill/15a33d76-4640-438d-ae64-fdc0c1d3eebc] (alt_label,0.9500) || 5:predictive maintenance [http://data.europa.eu/esco/skill/7d913551-e17a-40ba-baf7-48d0c3b12e50] (alt_label,0.9500) || 6:use microsoft office [http://data.europa.eu/esco/skill/f683ae1d-cb7c-4aa1-b9fe-205e1bd23535] (fuzzy,0.9200) || 7:Microsoft Access [http://data.europa.eu/esco/skill/3d03c40c-1b83-4793-8902-2523f40af59e] (fuzzy,0.9200) || 8:operating systems [http://data.europa.eu/esco/skill/f9a6f35b-01a7-40c9-8b61-b6ee46f97272] (fuzzy,0.9200) || 9:operate GPS systems [http://data.europa.eu/esco/skill/97fb21db-a4e5-4b03-af21-03b9d510d872] (fuzzy,0.8232) || 10:human resource management [http://data.europa.eu/esco/skill/e437eba1-3e22-41f2-8703-741e94785cba] (fuzzy,0.8000)",http://data.europa.eu/esco/occupation/cb93fd23-1f51-4495-867a-936c1967066b,http://data.europa.eu/esco/skill/f3e9b964-0c2d-46c4-a895-8b3583054d69;http://data.europa.eu/esco/skill/7111b95d-0ce3-441a-9d92-4c75d05c4388,
54180474,ARTS,success,"SCHOOL LIBRARY MEDIA SPECIALIST Professional Summary My goal is to bring my unique set of skills and experiences from my professional background to the position of College and Career Coordinator, at Broken Arrow Public Schools, which will allow me to provide an irreplaceable viewpoint and ensure every student receives the highest quality instruction each day. Remarkably skilled in developing quality activities and presentations to promote career awareness coursework designed for effective educat","1:politics lecturer [http://data.europa.eu/esco/occupation/c593ded7-2e97-44a5-a5f3-f6115ff98233] (fuzzy,0.9350) || 2:secondary school teacher [http://data.europa.eu/esco/occupation/5efb2c08-ba3a-4659-a2e4-1883f54e77b6] (fuzzy,0.9200)","1:English [http://data.europa.eu/esco/skill/6d3edede-8951-4621-a835-e04323300fa0] (exact,1.0000) || 2:advise on curriculum development [http://data.europa.eu/esco/skill/142a5319-60cb-42a2-891f-90ba92af18b1] (fuzzy,0.9200) || 3:develop artistic educational activities [http://data.europa.eu/esco/skill/88cc9573-e12f-4915-a915-5c3ee19891cb] (fuzzy,0.9200) || 4:study craft trends [http://data.europa.eu/esco/skill/5a59dbb9-d2f9-420f-b169-3949460cc4ff] (fuzzy,0.9200) || 5:advise on lesson plans [http://data.europa.eu/esco/skill/bd420d08-880b-43bc-a808-d46ad3115168] (fuzzy,0.9200) || 6:prepare promotional materials on nutritition [http://data.europa.eu/esco/skill/1d0293a1-638f-4e0f-a4c1-4cb59e6e1a22] (fuzzy,0.9200) || 7:manage production of destination promotional materials [http://data.europa.eu/esco/skill/f162173b-2c79-42d0-9933-f45f4cf87e5c] (fuzzy,0.9200) || 8:build a strategic marketing plan for destination management [http://data.europa.eu/esco/skill/f7373df6-e5c5-4390-aa67-a48bddc5c1e6] (fuzzy,0.9200) || 9:develop learning curriculum [http://data.europa.eu/esco/skill/7ee872de-db39-4ae3-8e19-75d1a2cdf697] (fuzzy,0.8280)",http://data.europa.eu/esco/occupation/c593ded7-2e97-44a5-a5f3-f6115ff98233,http://data.europa.eu/esco/skill/6d3edede-8951-4621-a835-e04323300fa0;http://data.europa.eu/esco/skill/142a5319-60cb-42a2-891f-90ba92af18b1,
55500538,AGRICULTURE,partial,"FEMA VACCINE DISTRIBUTION Professional Summary Committed to sustainable community development and fighting climate change, bringing 5 years of outdoor and forestry experience and 2 years international experience through the Peace Corps. Successful in project planning, community integration and development. Knowledgeable in various environmental, forestry, and agricultural disciplines using sustainable methods. Education in Geography and Urban Planning. Skills Proposal Development Funding Source ",,"1:perform weed control operations [http://data.europa.eu/esco/skill/94a1b3c5-2a95-4703-8559-973bc6d14747] (alt_label,0.9500) || 2:conserve natural resources [http://data.europa.eu/esco/skill/b25c3eb8-fd63-4d77-8308-7061dbd271c1] (fuzzy,0.9200) || 3:make decisions regarding forestry management [http://data.europa.eu/esco/skill/c8195036-dab3-4d87-b83b-395a59b18a42] (fuzzy,0.9200)",,http://data.europa.eu/esco/skill/94a1b3c5-2a95-4703-8559-973bc6d14747;http://data.europa.eu/esco/skill/b25c3eb8-fd63-4d77-8308-7061dbd271c1,
61065616,CONSTRUCTION,partial,"CONSTRUCTION MATERIALS FIELD REPRESENTATIVE Summary Result-oriented, high-energy, hands-on professional. Highly motivated, creative, organized and versatile person, with over twelve years' experience within the Construction Materials Inspection and Testing industry. I possess the ability to solve complex problems in a fast-paced environment, by using critical thinking and assertiveness. I have proven ability to self-direct, complete projects with limited supervision and grasp new concepts and id",,"1:logging [http://data.europa.eu/esco/skill/e8488824-3865-4d2a-97e9-fe4647d6add3] (exact,1.0000) || 2:perform laboratory tests [http://data.europa.eu/esco/skill/0b917c3e-e49f-40d9-8f95-3bc8e9c06fd2] (alt_label,0.9500)",,http://data.europa.eu/esco/skill/e8488824-3865-4d2a-97e9-fe4647d6add3;http://data.europa.eu/esco/skill/0b917c3e-e49f-40d9-8f95-3bc8e9c06fd2,
75057933,ADVOCATE,success,"FAMILY AND COMMUNITY ADVOCATE Professional Summary Affiliations Creative problem solver & computer literate Experience in Domestic Violence advocacy, conflict resolution, Trauma counseling & community referrals Excellent communication, organizational and information gathering skills Effective multicultural communication & interaction skills Ability to provide crisis services including suicide prevention Expertise in Counseling (including in-home) & group facilitation Expertise in developing, imp","1:psychotherapist [http://data.europa.eu/esco/occupation/af69484e-b43f-4685-b22d-f3418df45c4d] (exact,1.0000) || 2:lawyer [http://data.europa.eu/esco/occupation/974d4eab-fbee-4c52-b16e-73bdd8c25b53] (alt_label,0.9800) || 3:justice of the peace [http://data.europa.eu/esco/occupation/f634ce9b-68a5-4a8a-af4a-ed13fc0deba9] (alt_label,0.9650) || 4:drug and alcohol addiction counsellor [http://data.europa.eu/esco/occupation/5d758e75-a116-485a-b800-5db08ffd3ba1] (fuzzy,0.9020)","1:crisis intervention [http://data.europa.eu/esco/skill/8e261d1c-12c0-498e-bfc2-ec0c16496c68] (exact,1.0000) || 2:apply case management [http://data.europa.eu/esco/skill/2ffc7a73-7e1d-434a-b498-2b0c056ced1d] (fuzzy,0.9200) || 3:legal case management [http://data.europa.eu/esco/skill/66aad490-1c20-4e25-b189-634a218ee53e] (fuzzy,0.9200) || 4:supervise data entry [http://data.europa.eu/esco/skill/f399a9c1-be41-4117-bf86-a64b503c4cfd] (fuzzy,0.9200) || 5:maintain data entry requirements [http://data.europa.eu/esco/skill/88564d2d-2dc9-4789-864a-f9cb73f389ec] (fuzzy,0.9200) || 6:advise on mental health [http://data.europa.eu/esco/skill/90ccd1bc-af3f-4c04-b2dd-bef2ba62905d] (fuzzy,0.9200) || 7:promote mental health [http://data.europa.eu/esco/skill/c634630b-210b-4da5-b0f3-894cc292d6e3] (fuzzy,0.9200) || 8:write calibration report [http://data.europa.eu/esco/skill/f96c8129-91b8-4d29-bfa2-3d889e427e74] (fuzzy,0.9200) || 9:write gemstone grading report [http://data.europa.eu/esco/skill/75bff925-ff69-41e3-b7e5-5cbac6cfde18] (fuzzy,0.9200) || 10:collaborate to discuss treatment plans in psychotherapy [http://data.europa.eu/esco/skill/7c07f6f7-f7da-404c-8c48-eee79a6d10d6] (fuzzy,0.9200)",http://data.europa.eu/esco/occupation/af69484e-b43f-4685-b22d-f3418df45c4d,http://data.europa.eu/esco/skill/8e261d1c-12c0-498e-bfc2-ec0c16496c68;http://data.europa.eu/esco/skill/2ffc7a73-7e1d-434a-b498-2b0c056ced1d,
78257294,ACCOUNTANT,success,"SENIOR ACCOUNTANT Summary SEASONED PROFESSIONAL WITH A PROVEN ABILITY TO PERFORM CRITICAL ACCOUNTING FUNCTIONS TO MEET BUSINESS NEEDS AND ENSURE REGULATORY COMPLIANCE FOR CORPORATIONS IN ENERGY INDUSTRY (POWER, GAS, CRUDE/FUEL OIL AND OTHERS). IN-DEPTH KNOWLEDGE OF ACCOUNTING PRINCIPLES AND PRACTICES, INCLUDING COMMODITY AND CASH SETTLEMENTS, TAX/FINANCIAL PLANNING, FISCAL ANALYSIS, ACCOUNT RECONCILIATION, MONTH/YEAR-END CLOSING, COMPLIANCE MANAGEMENT. FAST LEARNER WITH EXCEPTIONAL COMMUNICATION","1:accountant [http://data.europa.eu/esco/occupation/eda0d957-3c3c-4139-b89a-a18bc9e18897] (exact,1.0000) || 2:financial controller [http://data.europa.eu/esco/occupation/5e5b1b61-1351-4d3b-a293-deb3661715dd] (alt_label,0.9500) || 3:accounting analyst [http://data.europa.eu/esco/occupation/caafca69-9faa-4850-8930-a3fa07fea4e6] (embedding,0.6126)","1:accounting [http://data.europa.eu/esco/skill/ecc18804-a466-40d9-98b4-fba5cd67dd4b] (exact,1.0000) || 2:asset management [http://data.europa.eu/esco/skill/b02b38c4-d46d-44da-9479-1310060bd74d] (exact,1.0000) || 3:SAP Data Services [http://data.europa.eu/esco/skill/f8e3425c-fe44-4ffb-bafe-0e20d91dadf4] (alt_label,0.9500) || 4:database management systems [http://data.europa.eu/esco/skill/ab1e97ed-2319-4293-a8b7-072d2648822f] (alt_label,0.9500) || 5:augmented reality [http://data.europa.eu/esco/skill/abdc7ac8-151f-40c6-bc1a-1e9b4b073290] (alt_label,0.9500) || 6:economics [http://data.europa.eu/esco/skill/88af9294-b697-4687-ae19-aefbb6234dfa] (alt_label,0.9500) || 7:use microsoft office [http://data.europa.eu/esco/skill/f683ae1d-cb7c-4aa1-b9fe-205e1bd23535] (fuzzy,0.9200) || 8:perform balance sheet operations [http://data.europa.eu/esco/skill/585ed991-fdab-4f3c-9187-a32bfb7ab822] (fuzzy,0.9200) || 9:resuscitation [http://data.europa.eu/esco/skill/8bd49d04-ab2f-4333-b5d9-12d716e4e2f6] (fuzzy,0.9200) || 10:manage cloud data and storage [http://data.europa.eu/esco/skill/d3286405-49f8-4e8a-8046-a4376b4e7963] (fuzzy,0.9200)",http://data.europa.eu/esco/occupation/eda0d957-3c3c-4139-b89a-a18bc9e18897,http://data.europa.eu/esco/skill/ecc18804-a466-40d9-98b4-fba5cd67dd4b;http://data.europa.eu/esco/skill/b02b38c4-d46d-44da-9479-1310060bd74d,
80275976,BUSINESS-DEVELOPMENT,success,SE BUSINESS DEVELOPMENT MANAGER Highlights National account management Established track record of exceptional sales results Excellent communication skills Resolution-oriented Cross-cultural sales background Exceptional multi-tasker Accomplishments SIMSOC (Simulated Society) Leadership Workshop-Dr. Larry Pepper. Professional Instrument Society of America. Activities Mastering Business Development Workshop-Bill Scheessele. Global Sourcing Quality Engineer Training-GE Power Systems. Six Sigma Gree,"1:sales manager [http://data.europa.eu/esco/occupation/a7594892-ff23-4e2a-aedf-2f967ebca15c] (exact,1.0000) || 2:technical sales representative [http://data.europa.eu/esco/occupation/c956be07-53a3-4b01-b8f8-f0c5a428eaa8] (exact,1.0000) || 3:bank manager [http://data.europa.eu/esco/occupation/754ce08f-b4d9-4b9c-b9d2-06f15258a3ce] (fuzzy,0.9800) || 4:business manager [http://data.europa.eu/esco/occupation/544cd9cf-e2ee-4ac0-8a02-7147af6b97d7] (fuzzy,0.9800) || 5:sales account manager [http://data.europa.eu/esco/occupation/2eac08c2-a81a-46fc-8d75-eb0e0f3e0f6d] (alt_label,0.9500) || 6:business analyst [http://data.europa.eu/esco/occupation/60082a99-d8ef-4e84-9290-78902681b6ed] (fuzzy,0.9500) || 7:brokerage firm director [http://data.europa.eu/esco/occupation/d0e85fe6-78e3-4218-b21a-99b75438b775] (fuzzy,0.9350) || 8:commercial sales representative [http://data.europa.eu/esco/occupation/14031d4a-6e99-442f-b4fe-18262b6432b2] (fuzzy,0.9200) || 9:strategic planning manager [http://data.europa.eu/esco/occupation/4f49df98-98b8-4a9e-98ad-9c5557817eba] (fuzzy,0.9200) || 10:air traffic manager [http://data.europa.eu/esco/occupation/0d442b70-5413-4820-bebf-36dd5ce437ac] (fuzzy,0.9200)","1:economics [http://data.europa.eu/esco/skill/88af9294-b697-4687-ae19-aefbb6234dfa] (exact,1.0000) || 2:mathematics [http://data.europa.eu/esco/skill/4339176e-3acd-4f7f-a5d9-445bee3d23f2] (exact,1.0000) || 3:align efforts towards business development [http://data.europa.eu/esco/skill/ee7f90cc-922e-4da7-a7ae-83c2688fed10] (fuzzy,0.9200) || 4:develop business case [http://data.europa.eu/esco/skill/a4bbd0d9-a6be-4472-b05d-291e60cf6b4b] (fuzzy,0.9200) || 5:business management principles [http://data.europa.eu/esco/skill/0a48d064-dd04-47fb-a00d-85e9b4874033] (fuzzy,0.9200) || 6:agricultural business management [http://data.europa.eu/esco/skill/518779a6-ea5d-4e4b-8029-8bc90b5bcb92] (fuzzy,0.9200) || 7:execute marketing plan [http://data.europa.eu/esco/skill/d5493cca-ee21-4e43-8bcd-ec38680746cc] (fuzzy,0.9200) || 8:prepare exhibition marketing plan [http://data.europa.eu/esco/skill/2962214b-cc38-4d20-aa8b-aa120091d743] (fuzzy,0.9200) || 9:six sigma methods [http://data.europa.eu/esco/skill/4c2c72df-3f3f-48e7-9993-a602354a75e4] (fuzzy,0.9200) || 10:lean project management [http://data.europa.eu/esco/skill/da6393d5-a53c-4863-abc7-51f36281d74e] (fuzzy,0.9200)",http://data.europa.eu/esco/occupation/a7594892-ff23-4e2a-aedf-2f967ebca15c,http://data.europa.eu/esco/skill/88af9294-b697-4687-ae19-aefbb6234dfa;http://data.europa.eu/esco/skill/4339176e-3acd-4f7f-a5d9-445bee3d23f2,
85417107,HEALTHCARE,success,"HIRING MANAGER/RECRUITING MANAGER Summary Self-motivated Human Resources Professional with 9+ years Healthcare and Social Services Recruitment, Management Business Development, Marketing and Staffing experience. Expertise in locating highly qualified candidates for a comprehensive variety of clinical and non-clinical positions. Exceptional interpersonal skills with a focus on team synergies and a drive to achieve organizational goals. Skills Microsoft office (10+ years), Talent Acquisition, Tale","1:human resources manager [http://data.europa.eu/esco/occupation/f605bcd2-90b6-45a0-a558-d05016d68a77] (fuzzy,0.9320) || 2:resource manager [http://data.europa.eu/esco/occupation/9f12704c-5e6c-47b0-a866-3b92663e6a4b] (fuzzy,0.9200) || 3:broadcasting programme director [http://data.europa.eu/esco/occupation/7f0d69cf-8b02-4a84-865a-37585dea9b43] (fuzzy,0.9200) || 4:cultural facilities manager [http://data.europa.eu/esco/occupation/6066ed14-ace3-4352-b656-2b621fd7bc88] (fuzzy,0.9200)","1:talent management strategies [http://data.europa.eu/esco/skill/f206e732-110c-47ce-a53f-f00c9d97c90d] (alt_label,0.9500) || 2:align efforts towards business development [http://data.europa.eu/esco/skill/ee7f90cc-922e-4da7-a7ae-83c2688fed10] (fuzzy,0.9200) || 3:develop business case [http://data.europa.eu/esco/skill/a4bbd0d9-a6be-4472-b05d-291e60cf6b4b] (fuzzy,0.9200) || 4:use microsoft office [http://data.europa.eu/esco/skill/f683ae1d-cb7c-4aa1-b9fe-205e1bd23535] (fuzzy,0.8178) || 5:use word processing software [http://data.europa.eu/esco/skill/81633a44-f1db-4a01-a940-804c6905e330] (fuzzy,0.7957)",http://data.europa.eu/esco/occupation/f605bcd2-90b6-45a0-a558-d05016d68a77,http://data.europa.eu/esco/skill/f206e732-110c-47ce-a53f-f00c9d97c90d;http://data.europa.eu/esco/skill/ee7f90cc-922e-4da7-a7ae-83c2688fed10,
91026230,APPAREL,success,"CO-FOUNDER / SALES & MARKETING COORDINATOR Core Qualifications Microsoft Office: Word, Excel, Access, and PowerPoint *Proficient with Apple OSX and built-in apps such as Keynote *Advanced knowledge of Google Analytics programing *Well versed and experienced with Facebook Analytics & Ads Professional Experience 01/2014 to Current Co-Founder / Sales & Marketing Coordinator Company Name － City , State Plan, develop, organize, implement, direct and evaluate the fiscal function and performance Develo","1:secretary [http://data.europa.eu/esco/occupation/5ac377d2-e1d0-4911-a299-b4ef2782a0ba] (fuzzy,0.9800) || 2:sales manager [http://data.europa.eu/esco/occupation/a7594892-ff23-4e2a-aedf-2f967ebca15c] (fuzzy,0.9650) || 3:rental manager [http://data.europa.eu/esco/occupation/de31a27f-c6ba-4d4f-87cd-b405e1852121] (alt_label,0.9500) || 4:sales account manager [http://data.europa.eu/esco/occupation/2eac08c2-a81a-46fc-8d75-eb0e0f3e0f6d] (fuzzy,0.9500) || 5:university teaching assistant [http://data.europa.eu/esco/occupation/1092dd4c-b96b-4b3f-87fe-4a9e8d1937fb] (fuzzy,0.9200)","1:customer service [http://data.europa.eu/esco/skill/15a33d76-4640-438d-ae64-fdc0c1d3eebc] (exact,1.0000) || 2:first aid [http://data.europa.eu/esco/skill/f7464f30-662b-4177-85a0-3df9693e9e58] (exact,1.0000) || 3:first response [http://data.europa.eu/esco/skill/eaa4cdc0-43e0-4388-9b8a-e2779218d10e] (alt_label,0.9500) || 4:resuscitation [http://data.europa.eu/esco/skill/8bd49d04-ab2f-4333-b5d9-12d716e4e2f6] (alt_label,0.9500) || 5:align efforts towards business development [http://data.europa.eu/esco/skill/ee7f90cc-922e-4da7-a7ae-83c2688fed10] (fuzzy,0.9200) || 6:develop business case [http://data.europa.eu/esco/skill/a4bbd0d9-a6be-4472-b05d-291e60cf6b4b] (fuzzy,0.9200) || 7:handle cash flow [http://data.europa.eu/esco/skill/e4b6f863-fa9f-4fe7-a984-f948f8c90d24] (fuzzy,0.9200) || 8:advise guests on menus for special events [http://data.europa.eu/esco/skill/449f85e3-22e6-44d3-a295-b2fb1ab8b494] (fuzzy,0.9200) || 9:arrange special events [http://data.europa.eu/esco/skill/aea9e7b9-53a3-4f03-9d9c-4ef6c383403a] (fuzzy,0.9200) || 10:carry out inventory control accuracy [http://data.europa.eu/esco/skill/53815c73-d352-4d4d-92cb-fb7020cbd8e6] (fuzzy,0.9200)",http://data.europa.eu/esco/occupation/5ac377d2-e1d0-4911-a299-b4ef2782a0ba,http://data.europa.eu/esco/skill/15a33d76-4640-438d-ae64-fdc0c1d3eebc;http://data.europa.eu/esco/skill/f7464f30-662b-4177-85a0-3df9693e9e58,
99124477,BANKING,success,"ASSOCIATE CONSULTANT Professional Summary 7+ years of experience in Analysis, Design, Coding, Testing, Database Administrator & Production Support of application software in Mainframe platform. Having working Domain experience in the areas of Banking, Financial, Warehouse, Legacy System. Extensive hands on experience on IBM Mainframe Application programming using COBOL II, CICS, JCL, DB2, VSAM, UNIX. Using BRIO for generation of Usage Reports. Extensively used debugging tools such as XPEDITOR, I","1:ICT network technician [http://data.europa.eu/esco/occupation/64c7d461-152c-477f-a8e2-c2c537e9d617] (alt_label,0.9500)","1:SQL [http://data.europa.eu/esco/skill/598de5b0-5b58-4ea7-8058-a4bc4d18c742] (exact,1.0000) || 2:database management systems [http://data.europa.eu/esco/skill/ab1e97ed-2319-4293-a8b7-072d2648822f] (alt_label,0.9500) || 3:building automation [http://data.europa.eu/esco/skill/6709e92c-7546-46a4-aa57-5e951bd4cb0f] (alt_label,0.9500) || 4:DB2 [http://data.europa.eu/esco/skill/3cee858e-79e8-4a4b-b99f-93c7f735d58b] (fuzzy,0.9200) || 5:COBOL [http://data.europa.eu/esco/skill/def007fa-5fed-4a5f-91a2-b0d7e3db1be1] (fuzzy,0.9200)",http://data.europa.eu/esco/occupation/64c7d461-152c-477f-a8e2-c2c537e9d617,http://data.europa.eu/esco/skill/598de5b0-5b58-4ea7-8058-a4bc4d18c742;http://data.europa.eu/esco/skill/ab1e97ed-2319-4293-a8b7-072d2648822f,
